license_nbr,license_type,lic_expir_dd,license_status,license_creation_date,industry,business_name,address_building,address_street_name,address_city,address_state,address_zip,contact_phone,address_borough,detail,community_board,council_district,bin,bbl,nta,census_tract,longitude,latitude,location
2077091-DCA,Business,2024-06-30,Active,2018-08-15,Electronic & Appliance Service,IMPERIAL WIRELESS USA INC,1579,WESTCHESTER AVE,BRONX,NY,10472,646-732-9699,Bronx,2.0,209.0,18.0,2025283.0,2037750001.0,,,-73.87653951223639,40.82894958768389,"
,  
(40.828949587683894, -73.87653951223639)"
2072776-1-DCA,Business,2023-11-30,Active,2018-06-06,Electronic Cigarette Dealer,FRESH DELI LINE INC,1,KINGSTON AVE,BROOKLYN,NY,11213,929-888-0731,Brooklyn,3.0,303.0,36.0,3053838.0,3018640001.0,BK61,271.0,-73.94120737312717,40.679826499184266,"
,  
(40.679826499184266, -73.94120737312717)"
2041171-DCA,Individual,2023-07-31,Active,2016-07-26,Ticket Seller,"ENDEMENA, DOMINIQUE",No Building Info,,BRONX,NY,10453,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1110426-DCA,Business,2024-05-01,Active,2002-05-20,Employment Agency,"KAZARIAN/SPENCER/RUSKIN & ASSOCIATES, INC.",110,W 40TH ST,NEW YORK,NY,10018,2125827572,Manhattan,1.0,105.0,4.0,1080614.0,1008150039.0,,,-73.98569608376084,40.75381740559305,"
,  
(40.75381740559305, -73.98569608376084)"
2072521-1-DCA,Business,2023-11-30,Active,2018-06-04,Electronic Cigarette Dealer,MAYPOLE NYC CORP,17945,HILLSIDE AVE,JAMAICA,NY,11432,6465787268,Queens,4.0,408.0,24.0,4212921.0,4099370042.0,QN06,466.0,-73.78322120339989,40.712802440663125,"
,  
(40.712802440663125, -73.78322120339989)"
2101590-DCA,Business,2024-05-01,Active,2021-09-17,Employment Agency,Z SKILL INTERCHANGE INC.,3711,74TH ST,JACKSON HEIGHTS,NY,11372,6466832449,Queens,4.0,403.0,25.0,4029824.0,4012850029.0,,,-73.89173136963016,40.74842887512008,"
,  
(40.748428875120084, -73.89173136963016)"
0920090-DCA,Business,2024-04-30,Active,2012-03-07,Tow Truck Company,"RAZ, AVINOAM",2350,MCDONALD AVE,BROOKLYN,NY,11223,9174070306,Brooklyn,3.0,315.0,47.0,3193436.0,3071460040.0,,,-73.97354512540554,40.594840670786205,"
,  
(40.594840670786205, -73.97354512540554)"
2064142-DCA,Business,2021-12-31,Inactive,2017-12-29,Laundries,PERUVIAN LAUNDROMAT CORP.,2501,36TH AVE,ASTORIA,NY,11106,7183921481,Queens,4.0,401.0,26.0,4004017.0,4003390021.0,QN70,47.0,-73.93316819232355,40.75819873438473,"
,  
(40.75819873438473, -73.93316819232355)"
2018824-DCA,Business,2024-06-30,Active,2015-03-02,Electronic & Appliance Service,BROOKLYN WIRELESS MALL LLC,522A,NOSTRAND AVE,BROOKLYN,NY,11216,3478499088,Brooklyn,3.0,303.0,36.0,3053218.0,3018480017.0,,,-73.94968637328193,40.68090098091467,"
,  
(40.68090098091467, -73.94968637328193)"
2071590-1-DCA,Business,2023-11-30,Active,2018-05-21,Electronic Cigarette Dealer,B K NEWS INC.,90,WILLIAM ST,NEW YORK,NY,10038,212-495-0758,Manhattan,1.0,101.0,1.0,1087755.0,1000687502.0,MN25,1502.0,-74.0077872858246,40.70818373466945,"
,  
(40.70818373466945, -74.0077872858246)"
2072416-1-DCA,Business,2023-11-30,Active,2018-06-01,Electronic Cigarette Dealer,"SHAH, SUJATA U.",N/E/C,BROADWAY,NEW YORK,NY,10024,718-565-5598,Manhattan,1.0,107.0,6.0,,,,,-73.97805875487565,40.78642096618917,"
,  
(40.78642096618917, -73.97805875487565)"
2049665-DCA,Business,2018-06-30,Inactive,2017-03-17,Electronic & Appliance Service,BRONX PARK EAST APPLIANCES LLC,669,SAGAMORE ST,BRONX,NY,10462,3478664080,Bronx,2.0,211.0,15.0,2095018.0,2042560051.0,BX37,230.0,-73.86793607219442,40.84888862643277,"
,  
(40.84888862643277, -73.86793607219442)"
2073475-1-DCA,Business,2023-11-30,Active,2018-06-15,Electronic Cigarette Dealer,LEFRAK CITY NEWSSTAND INC.,5917,JUNCTION BLVD,ELMHURST,NY,11373,8625719010,Queens,4.0,404.0,21.0,4047310.0,4019180001.0,QN25,455.0,-73.86477435893579,40.73460524661411,"
,  
(40.73460524661411, -73.86477435893579)"
2071847-1-DCA,Business,2023-11-30,Active,2018-05-25,Electronic Cigarette Dealer,LINCOLN NEWSSTAND INC,60,E 42ND ST,NEW YORK,NY,10165,862-571-9010,Manhattan,1.0,105.0,4.0,1035335.0,1012760042.0,MN20,82.0,-73.97866184173353,40.75253177597138,"
,  
(40.75253177597138, -73.97866184173353)"
2085185-DCA,Individual,2022-04-30,Inactive,2019-04-26,Pedicab Driver,"SATOROV, AMIRJON",No Building Info,,BROOKLYN,NY,11204,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1246996-DCA,Business,2013-06-30,Inactive,2007-01-23,Home Improvement Contractor,"COUNTRYWIDE HOME IMPROVEMENT, INC.",13126,132ND ST,S OZONE PARK,NY,11420,3472320372,Queens,4.0,410.0,28.0,4255740.0,4117760029.0,QN55,818.0,-73.80652001852955,40.67048108568096,"
,  
(40.670481085680954, -73.80652001852955)"
2075881-1-DCA,Business,2023-11-30,Inactive,2018-07-19,Electronic Cigarette Dealer,"460 W ENTERPRISES, INC.",460,W 57TH ST,NEW YORK,NY,10019,212-245-2791,Manhattan,1.0,104.0,3.0,1026876.0,1010660064.0,MN15,139.0,-73.98736441537493,40.7686035324758,"
,  
(40.7686035324758, -73.98736441537493)"
2047190-DCA,Individual,2023-07-31,Active,2017-01-09,Ticket Seller,"CURRY, ADEOLA",No Building Info,,BROOKLYN,NY,11233,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1339857-DCA,Individual,2024-03-31,Active,2009-11-30,Sightseeing Guide,"GALASSO, ANDREA",No Building Info,,BROOKLYN,NY,11223,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2071611-1-DCA,Business,2023-11-30,Active,2018-05-21,Electronic Cigarette Dealer,DIGITRONEX INC.,20501,35TH AVE,BAYSIDE,NY,11361,7183522759,Queens,4.0,411.0,19.0,4135513.0,4060900025.0,QN46,1099.0,-73.78259795171651,40.766752268186806,"
,  
(40.766752268186806, -73.78259795171651)"
1443531-DCA,Business,2019-12-31,Inactive,2012-08-30,Tobacco Retail Dealer,KMART CORPORATION,25301,ROCKAWAY BLVD,ROSEDALE,NY,11422,847-286-2500,Queens,4.0,413.0,31.0,0.0,4000000000.0,QN05,664.0,-73.74025605661087,40.63604612725593,"
,  
(40.63604612725593, -73.74025605661087)"
2037005-1-DCA,Business,2023-12-31,Active,2016-05-03,Tobacco Retail Dealer,251 LA BODEGUITA GROCERY CORP,251,E 119TH ST,NEW YORK,NY,10035,917-472-7282,Manhattan,1.0,111.0,8.0,1054557.0,1017840021.0,MN34,194.0,-73.93745018528024,40.79941335946391,"
,  
(40.799413359463905, -73.93745018528024)"
2030586-DCA,Individual,2018-03-31,Inactive,2015-11-19,Sightseeing Guide,"ABRAMS, ANN",No Building Info,,NEW YORK,NY,10009,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1080573-DCA,Business,2013-07-31,Inactive,2006-06-12,Secondhand Dealer - Auto,ROYAL MOTOR MART INC.,3485,ATLANTIC AVE,BROOKLYN,NY,11208,9292835043,Brooklyn,3.0,305.0,37.0,3092998.0,3041510001.0,BK83,1184.0,-73.86799475666294,40.68271368731743,"
,  
(40.68271368731743, -73.86799475666294)"
2098369-DCA,Business,2024-06-30,Active,2021-04-15,Electronic & Appliance Service,JCY APPLIANCES LLC,1418,SAINT PETERS AVE,BRONX,NY,10461,9173731539,Bronx,2.0,210.0,13.0,2041846.0,2039800007.0,,,-73.84496755084997,40.83880616724548,"
,  
(40.83880616724548, -73.84496755084997)"
2070113-1-DCA,Business,2023-11-30,Active,2018-04-27,Electronic Cigarette Dealer,EMPIRE GOURMET DELI GROCERY CORP.,432,2ND AVE,NEW YORK,NY,10010,2128897272,Manhattan,1.0,106.0,2.0,1020599.0,1009300001.0,MN20,66.0,-73.98014210291221,40.73891533879666,"
,  
(40.73891533879666, -73.98014210291221)"
2096986-1-DCA,Business,2023-11-30,Active,2020-11-19,Electronic Cigarette Dealer,JOY 116 FOOD CORP.,11608,METROPOLITAN AVE,RICHMOND HILL,NY,11418,7184677902,Queens,4.0,409.0,29.0,4079250.0,4033210001.0,,,-73.83590241351132,40.707454949677086,"
,  
(40.707454949677086, -73.83590241351132)"
1306233-DCA,Business,2013-12-31,Inactive,2008-12-17,Laundry,"IPANEMA LAUNDRY, INC",65,MALCOLM X BLVD,NEW YORK,NY,10026,No Contact Available,Manhattan,1.0,110.0,9.0,1055015.0,1018230031.0,MN11,216.0,-73.95101927670324,40.800210405373015,"
,  
(40.800210405373015, -73.95101927670324)"
0972901-DCA,Individual,2025-05-31,Active,1997-10-02,Locksmith,"BARRINGTON, GERALD C",No Building Info,,NORTH BERGEN,NJ,07047,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2109272-DCA,Individual,2023-04-30,Inactive,2022-10-11,Pedicab Driver,"SOLIHOV, FIRUZ",No Building Info,,BROOKLYN,NY,11204,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2101983-DCA,Business,2022-04-27,Inactive,2021-10-06,Garage,786 PARKING 1 CORP,747,CONCOURSE VLG W,BRONX,NY,10451,7186180276,Bronx,2.0,204.0,17.0,2129230.0,2024587501.0,,,-73.9225835055067,40.82455971731528,"
,  
(40.82455971731528, -73.9225835055067)"
2075729-1-DCA,Business,2023-11-30,Active,2018-07-17,Electronic Cigarette Dealer,BROADWAY AUTO CENTER NY INC,3209,21ST ST,ASTORIA,NY,11106,718-777-6595,Queens,4.0,401.0,22.0,4006395.0,4005550016.0,QN70,45.0,-73.93179669732132,40.76509821663653,"
,  
(40.765098216636524, -73.93179669732132)"
1432987-DCA,Individual,,Inactive,2012-06-07,Home Improvement Salesperson,"RAMOS AMADO, ANTONIO",No Building Info,,STATEN ISLAND,NY,10303,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1297213-DCA,Business,2024-06-30,Active,2008-08-26,Electronic & Appliance Service,COSTCO WHOLESALE CORPORATION,976,3RD AVE,BROOKLYN,NY,11232,718-965-7603,Brooklyn,3.0,307.0,38.0,3337075.0,3006990001.0,,,-74.00723324075676,40.654759516539904,"
,  
(40.654759516539904, -74.00723324075676)"
1450211-DCA,Business,2023-12-31,Active,2012-11-15,Tobacco Retail Dealer,ARSHAK CORP.,262,NEPTUNE AVE,BROOKLYN,NY,11235,718-769-8891,Brooklyn,3.0,313.0,48.0,3244449.0,3086650558.0,BK19,364.0,-73.96296275912128,40.58130862437012,"
,  
(40.581308624370116, -73.96296275912128)"
2075430-1-DCA,Business,2023-11-30,Active,2018-07-11,Electronic Cigarette Dealer,ALWAJIH DELI INC,125,MALCOLM X BLVD,BROOKLYN,NY,11221,347-320-4205,Brooklyn,3.0,303.0,36.0,3044525.0,3016320006.0,BK35,387.0,-73.93029136718931,40.68918831241119,"
,  
(40.68918831241119, -73.93029136718931)"
1260639-DCA,Individual,2009-09-30,Inactive,2007-07-09,General Vendor,"GRANT, CLAIRMONT P",No Building Info,,MOUNT VERNON,NY,10550,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2075474-1-DCA,Business,2023-11-30,Active,2018-07-12,Electronic Cigarette Dealer,MARK DELI & GROCERY CORP,9512,4TH AVE,BROOKLYN,NY,11209,718-833-5029,Brooklyn,3.0,310.0,43.0,3155606.0,3061170035.0,BK31,54.0,-74.03128606435652,40.6156614803403,"
,  
(40.6156614803403, -74.03128606435652)"
2098109-DCA,Business,2024-02-28,Active,2021-03-18,Process Serving Agency,"PM LEGAL, LLC",1235,BROADWAY,NEW YORK,NY,10001,6467805370,Manhattan,1.0,105.0,3.0,1079187.0,1008320001.0,,,-73.98841872747198,40.74701897185261,"
,  
(40.747018971852604, -73.98841872747198)"
2082551-DCA,Individual,2024-03-31,Active,2019-02-26,Sightseeing Guide,"BURNS, MICHAEL",No Building Info,,GAITHERSBURG,MD,20882,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2073286-1-DCA,Business,2023-11-30,Active,2018-06-12,Electronic Cigarette Dealer,"MS. CONVENIENCE, INC.",8610,4TH AVE,BROOKLYN,NY,11209,7187599600,Brooklyn,3.0,310.0,43.0,3153494.0,3060440042.0,BK31,60.0,-74.02842552996175,40.622642229906326,"
,  
(40.622642229906326, -74.02842552996175)"
2068761-1-DCA,Business,2023-11-30,Active,2018-04-03,Electronic Cigarette Dealer,GRAND MART INC,176,GRAND ST,BROOKLYN,NY,11211,646-299-9629,Brooklyn,3.0,301.0,34.0,3062789.0,3023930011.0,BK73,551.0,-73.96097699303154,40.71436407849212,"
,  
(40.71436407849212, -73.96097699303154)"
2078998-1-DCA,Business,2023-12-31,Active,2018-10-11,Tobacco Retail Dealer,MUNCHIES DELI GROCERY CORP,1215,GRAND CONCOURSE,BRONX,NY,10452,718-410-0200,Bronx,2.0,204.0,16.0,2002847.0,2024640001.0,BX63,197.0,-73.91683940191054,40.835411064767534,"
,  
(40.835411064767534, -73.91683940191054)"
2073079-1-DCA,Business,2023-11-30,Active,2018-06-11,Electronic Cigarette Dealer,79 GOURMET DELI INC,1492,YORK AVE,NEW YORK,NY,10075,917-463-9338,Manhattan,1.0,108.0,5.0,1085202.0,1014900001.0,MN31,132.0,-73.95052069174517,40.77125050944324,"
,  
(40.77125050944324, -73.95052069174517)"
0870603-DCA,Individual,2025-05-31,Active,2003-05-30,Locksmith,"COLASANTO, DOMINICK",No Building Info,,BROOKLYN,NY,11219,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2067302-1-DCA,Business,2023-11-30,Active,2018-03-06,Electronic Cigarette Dealer,BRAND TRADING INC,22425,UNION TPKE,OAKLAND GARDENS,NY,11364,718-464-7303,Queens,4.0,411.0,23.0,4557736.0,4078420012.0,QN42,129104.0,-73.74629000287483,40.73584067229968,"
,  
(40.73584067229968, -73.74629000287483)"
2114614-DCA,Business,2025-02-28,Active,2023-06-23,Home Improvement Contractor,MEM SERVICES LLC,11714,UNION TPKE,KEW GARDENS,NY,11415,9174492277,Manhattan,1.0,,,,,,,-73.94591110800667,40.72091406112227,
2105855-DCA,Business,2025-02-28,Active,2022-05-09,Home Improvement Contractor,NY BOILER & AIR CONDITIONING REPAIR CORP,997,MERRICK RD,BALDWIN,NY,11510,516-377-5200,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
0867890-DCA,Individual,2017-02-28,Inactive,2002-12-18,Home Improvement Salesperson,"HARUTHUNIAN, ARLEN",No Building Info,,FRISCO,TX,75033,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2066772-1-DCA,Business,2023-12-31,Active,2018-02-23,Tobacco Retail Dealer,AVADH CONVENIENCE INC,3714,BROADWAY,ASTORIA,NY,11103,6465104997,Queens,4.0,401.0,22.0,4010344.0,4006550039.0,QN70,59.0,-73.9204029288955,40.75962337846785,"
,  
(40.75962337846785, -73.9204029288955)"
1360469-DCA,Individual,2024-03-31,Active,2010-06-29,Sightseeing Guide,"TAYLOR, DURAHN A B",No Building Info,,WHITE PLAINS,NY,10601,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2063454-DCA,Business,2021-12-31,Inactive,2017-12-16,Laundries,"812 LAUNDROMAT & CLEANERS, INC.",2946,AVENUE R,BROOKLYN,NY,11229,718-336-7686,Brooklyn,3.0,315.0,48.0,3184624.0,3068360008.0,BK44,564.0,-73.94253161051894,40.60746090485257,"
,  
(40.60746090485257, -73.94253161051894)"
2068232-1-DCA,Business,2023-11-30,Active,2018-03-23,Electronic Cigarette Dealer,TRK USA CORP,6402,ROOSEVELT AVE,WOODSIDE,NY,11377,718-424-5053,Queens,4.0,402.0,26.0,4030103.0,4012960028.0,QN63,261.0,-73.89988438990495,40.74594950623466,"
,  
(40.74594950623466, -73.89988438990495)"
2068820-1-DCA,Business,2023-11-30,Active,2018-04-03,Electronic Cigarette Dealer,BEDFORD EXOTICS INC,195,BEDFORD AVE,BROOKLYN,NY,11211,347-623-7763,Brooklyn,3.0,301.0,33.0,3062089.0,3023280002.0,BK73,553.0,-73.95815061134515,40.71742349418586,"
,  
(40.71742349418586, -73.95815061134515)"
2033310-DCA,Individual,2024-03-31,Active,2016-02-16,Sightseeing Guide,"RUFE, GLEN",No Building Info,,PHILADELPHIA,PA,19128,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2061038-DCA,Business,2018-12-31,Inactive,2017-11-17,Electronics Store,GOLD OF HARLEM,248,W 125TH ST,NEW YORK,NY,10027,6463746107,Manhattan,1.0,110.0,9.0,1058645.0,1019300049.0,MN11,222.0,-73.94957832675914,40.80949518969056,"
,  
(40.80949518969056, -73.94957832675914)"
2070156-1-DCA,Business,2019-12-31,Inactive,2018-04-27,Tobacco Retail Dealer,DEKALB SUPER DELI INC,447,DEKALB AVE,BROOKLYN,NY,11205,3476523005,Brooklyn,3.0,303.0,33.0,3055129.0,3019240055.0,BK69,193.0,-73.9595053458562,40.6904456814722,"
,  
(40.6904456814722, -73.9595053458562)"
2028026-DCA,Business,2022-09-30,Inactive,2015-09-03,Newsstand,SAJIDA G. CONTRACTOR,N/E/C,WEST   57 STREET,NEW YORK,NY,10019,516-361-1703,Manhattan,1.0,105.0,4.0,,,,,-73.97719604038008,40.76432291713917,"
,  
(40.76432291713917, -73.97719604038008)"
2111110-DCA,Individual,2024-10-31,Active,2023-02-17,Tow Truck Driver,"PIZARRO ORTIZ JR, RADAMES",No Building Info,,STATEN ISLAND,NY,10314,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2075241-1-DCA,Business,2023-11-30,Active,2018-07-09,Electronic Cigarette Dealer,SARTHAK INC.,1537,86TH ST,BROOKLYN,NY,11228,7188370500,Brooklyn,3.0,311.0,43.0,3165664.0,3063410015.0,BK27,172.0,-74.00854667950242,40.61083183836679,"
,  
(40.61083183836679, -74.00854667950242)"
1265479-DCA,Individual,,Inactive,2007-08-23,Home Improvement Salesperson,"UDDIN, MOHAMMAD",No Building Info,,BROOKLYN,NY,11219,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2045755-DCA,Business,2025-02-28,Active,2016-11-21,Home Improvement Contractor,TOLA TILE CORP,54,BISHOP ST,STATEN ISLAND,NY,10306,6463003662,Staten Island,5.0,503.0,50.0,5059264.0,5043350110.0,,,-74.12367633305362,40.57181687348568,"
,  
(40.57181687348568, -74.12367633305362)"
2072554-1-DCA,Business,2023-11-30,Active,2018-06-04,Electronic Cigarette Dealer,JPS PETROLEUM INC.,4090,BOSTON RD,BRONX,NY,10475,718-324-8838,Bronx,2.0,212.0,12.0,2095194.0,2052800001.0,BX13,46202.0,-73.82837743599148,40.88578572025922,"
,  
(40.88578572025922, -73.82837743599148)"
0934504-DCA,Individual,2024-03-31,Active,1996-05-07,Sightseeing Guide,"BURKARDT, CHRISTA M",No Building Info,,KEW GARDENS,NY,11415,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2097150-1-DCA,Business,2023-11-30,Active,2020-12-08,Electronic Cigarette Dealer,BHAKTI 63 INC,6318,WOODHAVEN BLVD,REGO PARK,NY,11374,9179817451,Queens,4.0,405.0,30.0,4069590.0,4029980026.0,,,-73.8689411745144,40.724007061253225,"
,  
(40.724007061253225, -73.8689411745144)"
2105618-DCA,Business,2024-05-01,Active,2022-04-27,Employment Agency,LOUISA JEANBAPTISTE LLC,9104,AVENUE L,BROOKLYN,NY,11236,917-361-9060,Brooklyn,3.0,318.0,46.0,3000000.0,3082560038.0,,,-73.89957750538545,40.63589765090577,"
,  
(40.63589765090577, -73.89957750538545)"
2076412-1-DCA,Business,2023-11-30,Active,2018-07-31,Electronic Cigarette Dealer,ROCKAWAY BEACH SERVICE STATION INC,11201,BEACH CHANNEL DR,ROCKAWAY PARK,NY,11694,6466600719,Queens,4.0,414.0,32.0,4303765.0,4161660426.0,QN10,938.0,-73.83487302302642,40.58281262127786,"
,  
(40.58281262127786, -73.83487302302642)"
2072663-1-DCA,Business,2023-11-30,Active,2018-06-05,Electronic Cigarette Dealer,NOR MEADOW SERVICE STATION INC,16405,UNION TPKE,FLUSHING,NY,11366,7187495864,Queens,4.0,408.0,24.0,4150950.0,4069720027.0,QN38,1241.0,-73.80422156071316,40.721568429554985,"
,  
(40.721568429554985, -73.80422156071316)"
1057059-DCA,Business,2023-12-31,Active,2000-12-01,Tobacco Retail Dealer,"99 JOHN'S MARKET PLACE, INC.",99,JOHN ST,NEW YORK,NY,10038,212-964-4283,Manhattan,1.0,101.0,1.0,1087867.0,1000767502.0,MN25,1502.0,-74.00616416668282,40.708005423405226,"
,  
(40.708005423405226, -74.00616416668282)"
2074098-1-DCA,Business,2023-11-30,Active,2018-06-21,Electronic Cigarette Dealer,"SANDHU, NACHHATTER S.",N/W/C,3 AVENUE,NEW YORK,NY,10022,908-917-2685,Manhattan,1.0,106.0,4.0,,,,,-73.96802547312022,40.75957782091029,"
,  
(40.75957782091029, -73.96802547312022)"
2071888-1-DCA,Business,2023-11-30,Active,2018-05-25,Electronic Cigarette Dealer,TANVI FOODS INC,257,DRIGGS AVE,BROOKLYN,NY,11222,No Contact Available,Brooklyn,3.0,301.0,33.0,3067546.0,3026990009.0,BK76,499.0,-73.94801335200988,40.722661853754495,"
,  
(40.722661853754495, -73.94801335200988)"
1346420-DCA,Business,2025-02-28,Active,2010-03-05,Home Improvement Contractor,"JANG, YONG-KUK",5943,174TH ST,FRESH MEADOWS,NY,11365,7183570000,Queens,4.0,411.0,20.0,4455547.0,4068880015.0,,,-73.79600927451008,40.7396805843833,"
,  
(40.7396805843833, -73.79600927451008)"
1417381-DCA,Business,2023-12-31,Active,2012-01-19,Tobacco Retail Dealer,MR GROCERY CORP.,164,IRVING AVE,BROOKLYN,NY,11237,718-573-6513,Brooklyn,3.0,304.0,37.0,3074195.0,3032580029.0,BK77,431.0,-73.91996658765233,40.70218631045002,"
,  
(40.70218631045002, -73.91996658765233)"
2073000-1-DCA,Business,2023-11-30,Active,2018-06-09,Electronic Cigarette Dealer,"A.B.M. SUPERETTE, INC.",101,GUYON AVE,STATEN ISLAND,NY,10306,718-668-3646,Staten Island,5.0,503.0,50.0,5058300.0,5042650006.0,SI25,13204.0,-74.12760075107629,40.56476391339492,"
,  
(40.56476391339492, -74.12760075107629)"
2007138-DCA,Business,2017-03-31,Inactive,2014-04-29,Parking Lot,"BOGOPA, INC",1759,RIDGEWOOD PL,BROOKLYN,NY,11237,718-381-8338,Brooklyn,3.0,304.0,37.0,3251946.0,3033540001.0,BK77,439.0,-73.91118955540323,40.69845522318618,"
,  
(40.69845522318618, -73.91118955540323)"
1383196-DCA,Business,2022-12-31,Inactive,2011-02-22,Tobacco Retail Dealer,AVENUE NEWSSTAND LLC,1211,AVENUE OF THE AMERICAS,NEW YORK,NY,10036,5166635990,Manhattan,1.0,105.0,4.0,1022678.0,1010000029.0,MN17,125.0,-73.98153682640786,40.758392304474256,"
,  
(40.758392304474256, -73.98153682640786)"
2112900-DCA,Individual,2024-03-31,Active,2023-05-01,Sightseeing Guide,"MASTROPAOLO, JOAN",No Building Info,,NEW YORK,NY,10280,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2076623-1-DCA,Business,2023-11-30,Active,2018-08-03,Electronic Cigarette Dealer,NIDHI CONVENIENCE INC.,9903,QUEENS BLVD,REGO PARK,NY,11374,7185440081,Queens,4.0,406.0,29.0,4050967.0,4021180001.0,QN17,71304.0,-73.85424351048891,40.72715410257442,"
,  
(40.727154102574424, -73.85424351048891)"
2076323-1-DCA,Business,2023-11-30,Active,2018-07-27,Electronic Cigarette Dealer,WEBSTER AVE GOURMET DELI CORP,375,E 188TH ST,BRONX,NY,10458,No Contact Available,Bronx,2.0,205.0,15.0,2011078.0,2030260059.0,BX05,39902.0,-73.89352715696441,40.86003662574394,"
,  
(40.86003662574394, -73.89352715696441)"
2011255-DCA,Business,2024-06-30,Active,2014-07-28,Electronic & Appliance Service,MIM WIRELESS & COMPUTER USA INC,16705,HILLSIDE AVE,JAMAICA,NY,11432,9174449444,Queens,4.0,408.0,24.0,4210477.0,4098390007.0,,,-73.79546225422864,40.70980833871832,"
,  
(40.70980833871832, -73.79546225422864)"
2018534-DCA,Business,2021-02-28,Inactive,2015-02-20,Home Improvement Contractor,T & I AND SONS LANDSCAPING CONTRACTORS INC.,9730,75TH ST,OZONE PARK,NY,11416,7185936138,Queens,4.0,409.0,32.0,4187845.0,4090460018.0,QN53,42.0,-73.86282861252525,40.68068474482295,"
,  
(40.68068474482295, -73.86282861252525)"
2044955-DCA,Business,2021-02-28,Inactive,2016-10-24,Home Improvement Contractor,"FJR CONSTRUCTION, INC.",158,MCNAIR ST,BRENTWOOD,NY,11717,5163433161,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1347394-DCA,Business,2019-11-19,Inactive,2010-03-22,Sidewalk Cafe,CAFE ARGENTINO INC.,499,GRAND ST,BROOKLYN,NY,11211,718-782-9477,Brooklyn,3.0,301.0,34.0,3062729.0,3023870020.0,BK73,513.0,-73.95119668092738,40.710956842647725,"
,  
(40.710956842647725, -73.95119668092738)"
1181652-DCA,Individual,2007-09-30,Inactive,2005-11-29,General Vendor,"JOSEPH, NOLAN",No Building Info,,BROOKLYN,NY,11234,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
0992016-DCA,Individual,2007-09-30,Inactive,2006-08-31,General Vendor,"VIDAL, NELSON M",No Building Info,,NEW YORK,NY,10034,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1347854-DCA,Individual,2012-02-28,Inactive,2010-03-23,Process Server Individual,"BAYON, VALERIE",No Building Info,,BRONX,NY,10462,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1270220-DCA,Individual,2011-10-31,Inactive,2009-11-18,Home Improvement Salesperson,"GREEN, MILLEDGE",No Building Info,,JAMAICA,NY,11434,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1003593-DCA,Individual,,Inactive,1999-02-23,Home Improvement Salesperson,"RONG, YI F",No Building Info,,BROOKLYN,NY,11214,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2072838-1-DCA,Business,2023-11-30,Active,2018-06-07,Electronic Cigarette Dealer,MOTT CORNER INC.,58,KENMARE ST,NEW YORK,NY,10012,212-431-1192,Manhattan,1.0,102.0,1.0,1007186.0,1004800033.0,MN24,41.0,-73.99591982111144,40.72094157539876,"
,  
(40.72094157539876, -73.99591982111144)"
2073061-1-DCA,Business,2023-11-30,Active,2018-06-11,Electronic Cigarette Dealer,TMN ONE CORP,708,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,7188912034,Brooklyn,3.0,313.0,48.0,3245125.0,3086920019.0,BK19,36002.0,-73.96040519397569,40.57782461645079,"
,  
(40.57782461645079, -73.96040519397569)"
